Lipid ID	Level	Name	Abbreviation*	Synonyms*	Lipid class*	Parent	Components*	SMILES (pH7.3)	InChI (pH7.3)	InChI key (pH7.3)	Formula (pH7.3)	Charge (pH7.3)	Mass (pH7.3)	Exact Mass (neutral form)	Exact m/z of [M.]+	Exact m/z of [M+H]+	Exact m/z of [M+K]+	Exact m/z of [M+Na]+	Exact m/z of [M+Li]+	Exact m/z of [M+NH4]+	Exact m/z of [M-H]-	Exact m/z of [M+Cl]-	Exact m/z of [M+OAc]-	CHEBI	LIPID MAPS	HMDB	PMID
SLM:000489840	Species	Ganglioside GT2 (d35:1)	GT2(d35:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C88H150N5O42	-3	1950.1425	1951.999014	1951.998465	1953.00629	1990.962172	1974.988235	1959.01447	1970.03284	1950.991738	1986.968415	2011.012867				
SLM:000489841	Species	Ganglioside GT2 (d37:1)	GT2(d37:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C90H154N5O42	-3	1978.1957	1980.030314	1980.029766	1981.037591	2018.993472	2003.019535	1987.04577	1998.06414	1979.023038	2014.999715	2039.044167				
SLM:000489842	Species	Ganglioside GT2 (d39:1)	GT2(d39:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C92H158N5O42	-3	2006.2489	2008.061614	2008.061066	2009.068891	2047.024773	2031.050835	2015.07707	2026.09544	2007.054338	2043.031016	2067.075467				
SLM:000489843	Species	Ganglioside GT2 (d32:2)	GT2(d32:2)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C85H142N5O42	-3	1906.0469	1907.936414	1907.935865	1908.94369	1946.899572	1930.925635	1914.951869	1925.970239	1906.929137	1942.905815	1966.950267				
SLM:000489844	Species	Ganglioside GT2 (d41:1)	GT2(d41:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C94H162N5O42	-3	2034.302	2036.092914	2036.092366	2037.100191	2075.056073	2059.082136	2043.10837	2054.12674	2035.085638	2071.062316	2095.106767				
SLM:000489845	Species	Ganglioside GP1 (d20:1)	GP1(d20:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C101H162N7O63	-5	2482.3788	2486.00792	2486.007371	2487.015196	2524.971078	2508.997141	2493.023375	2504.041745	2485.000643	2520.977321	2545.021772				
SLM:000489846	Species	Ganglioside GP1 (d21:1)	GP1(d21:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C102H164N7O63	-5	2496.4054	2500.02357	2500.023021	2501.030846	2538.986728	2523.012791	2507.039025	2518.057395	2499.016293	2534.992971	2559.037423				
SLM:000489847	Species	Ganglioside GP1 (d22:1)	GP1(d22:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C103H166N7O63	-5	2510.432	2514.03922	2514.038671	2515.046496	2553.002378	2537.028441	2521.054675	2532.073045	2513.031943	2549.008621	2573.053073				
SLM:000489848	Species	Ganglioside GP1 (d24:1)	GP1(d24:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C105H170N7O63	-5	2538.4851	2542.07052	2542.069971	2543.077796	2581.033678	2565.059741	2549.085975	2560.104345	2541.063243	2577.039921	2601.084373				
SLM:000489849	Species	Ganglioside GP1 (d26:1)	GP1(d26:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C107H174N7O63	-5	2566.5383	2570.10182	2570.101271	2571.109096	2609.064978	2593.091041	2577.117275	2588.135646	2569.094543	2605.071221	2629.115673				
SLM:000489850	Species	Ganglioside GP1 (d28:1)	GP1(d28:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C109H178N7O63	-5	2594.5915	2598.13312	2598.132571	2599.140397	2637.096278	2621.122341	2605.148576	2616.166946	2597.125844	2633.102521	2657.146973				
SLM:000489851	Species	Ganglioside GP1 (d30:1)	GP1(d30:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C111H182N7O63	-5	2622.6446	2626.16442	2626.163872	2627.171697	2665.127578	2649.153641	2633.179876	2644.198246	2625.157144	2661.133821	2685.178273				
SLM:000489852	Species	Ganglioside GP1 (d32:1)	GP1(d32:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C113H186N7O63	-5	2650.6978	2654.19572	2654.195172	2655.202997	2693.158879	2677.184941	2661.211176	2672.229546	2653.188444	2689.165122	2713.209573				
SLM:000489853	Species	Ganglioside GP1 (d34:1)	GP1(d34:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C115H190N7O63	-5	2678.7509	2682.22702	2682.226472	2683.234297	2721.190179	2705.216242	2689.242476	2700.260846	2681.219744	2717.196422	2741.240873				
SLM:000489854	Species	Ganglioside GP1 (d36:1)	GP1(d36:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C117H194N7O63	-5	2706.8041	2710.258321	2710.257772	2711.265597	2749.221479	2733.247542	2717.273776	2728.292146	2709.251044	2745.227722	2769.272174				
SLM:000489855	Species	Ganglioside GP1 (d38:1)	GP1(d38:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C119H198N7O63	-5	2734.8573	2738.289621	2738.289072	2739.296897	2777.252779	2761.278842	2745.305076	2756.323446	2737.282344	2773.259022	2797.303474				
SLM:000489856	Species	Ganglioside GP1 (d40:1)	GP1(d40:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C121H202N7O63	-5	2762.9104	2766.320921	2766.320372	2767.328197	2805.284079	2789.310142	2773.336376	2784.354746	2765.313644	2801.290322	2825.334774				
SLM:000489857	Species	Ganglioside GP1 (d42:1)	GP1(d42:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C123H206N7O63	-5	2790.9636	2794.352221	2794.351672	2795.359497	2833.315379	2817.341442	2801.367676	2812.386047	2793.344945	2829.321622	2853.366074				
SLM:000489858	Species	Ganglioside GP1 (d44:1)	GP1(d44:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C125H210N7O63	-5	2819.0167	2822.383521	2822.382973	2823.390798	2861.346679	2845.372742	2829.398977	2840.417347	2821.376245	2857.352922	2881.397374				
SLM:000489859	Species	Ganglioside GP1 (d46:1)	GP1(d46:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C127H214N7O63	-5	2847.0699	2850.414821	2850.414273	2851.422098	2889.37798	2873.404042	2857.430277	2868.448647	2849.407545	2885.384223	2909.428674				
SLM:000489860	Species	Ganglioside GP1 (d48:1)	GP1(d48:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C129H218N7O63	-5	2875.1231	2878.446121	2878.445573	2879.453398	2917.40928	2901.435342	2885.461577	2896.479947	2877.438845	2913.415523	2937.459974				
SLM:000489861	Species	Ganglioside GP1 (d36:4)	GP1(d36:4)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C117H188N7O63	-5	2700.7565	2704.21137	2704.210822	2705.218647	2743.174529	2727.200591	2711.226826	2722.245196	2703.204094	2739.180772	2763.225223				
SLM:000489862	Species	Ganglioside GP1 (d38:4)	GP1(d38:4)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C119H192N7O63	-5	2728.8096	2732.242671	2732.242122	2733.249947	2771.205829	2755.231892	2739.258126	2750.276496	2731.235394	2767.212072	2791.256523				
SLM:000489863	Species	Ganglioside GP1 (d36:5)	GP1(d36:5)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C117H186N7O63	-5	2698.7406	2702.19572	2702.195172	2703.202997	2741.158879	2725.184941	2709.211176	2720.229546	2701.188444	2737.165122	2761.209573				
SLM:000489864	Species	Ganglioside GP1 (d38:5)	GP1(d38:5)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C119H190N7O63	-5	2726.7937	2730.22702	2730.226472	2731.234297	2769.190179	2753.216242	2737.242476	2748.260846	2729.219744	2765.196422	2789.240873				
SLM:000489865	Species	Ganglioside GP1 (d38:6)	GP1(d38:6)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C119H188N7O63	-5	2724.7779	2728.21137	2728.210822	2729.218647	2767.174529	2751.200591	2735.226826	2746.245196	2727.204094	2763.180772	2787.225223				
SLM:000489866	Species	Ganglioside GP1 (d40:6)	GP1(d40:6)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C121H192N7O63	-5	2752.831	2756.242671	2756.242122	2757.249947	2795.205829	2779.231892	2763.258126	2774.276496	2755.235394	2791.212072	2815.256523				
SLM:000489867	Species	Ganglioside GP1 (d42:6)	GP1(d42:6)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C123H196N7O63	-5	2780.8842	2784.273971	2784.273422	2785.281247	2823.237129	2807.263192	2791.289426	2802.307796	2783.266694	2819.243372	2843.287824				
SLM:000489868	Species	Ganglioside GP1 (d44:6)	GP1(d44:6)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C125H200N7O63	-5	2808.9373	2812.305271	2812.304722	2813.312547	2851.268429	2835.294492	2819.320726	2830.339096	2811.297994	2847.274672	2871.319124				
SLM:000489869	Species	Ganglioside GP1 (d46:6)	GP1(d46:6)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C127H204N7O63	-5	2836.9905	2840.336571	2840.336022	2841.343847	2879.299729	2863.325792	2847.352026	2858.370396	2839.329294	2875.305972	2899.350424				
SLM:000489870	Species	Ganglioside GP1 (d48:6)	GP1(d48:6)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C129H208N7O63	-5	2865.0437	2868.367871	2868.367322	2869.375147	2907.331029	2891.357092	2875.383327	2886.401697	2867.360595	2903.337272	2927.381724				
SLM:000489871	Species	Ganglioside GP1 (d50:6)	GP1(d50:6)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C131H212N7O63	-5	2893.0968	2896.399171	2896.398623	2897.406448	2935.362329	2919.388392	2903.414627	2914.432997	2895.391895	2931.368572	2955.413024				
SLM:000489872	Species	Ganglioside GP1 (d52:6)	GP1(d52:6)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C133H216N7O63	-5	2921.15	2924.430471	2924.429923	2925.437748	2963.39363	2947.419692	2931.445927	2942.464297	2923.423195	2959.399873	2983.444324				
SLM:000489873	Species	Ganglioside GP1 (d54:6)	GP1(d54:6)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C135H220N7O63	-5	2949.2031	2952.461771	2952.461223	2953.469048	2991.42493	2975.450993	2959.477227	2970.495597	2951.454495	2987.431173	3011.475624				
SLM:000489874	Species	Ganglioside GP1 (d56:6)	GP1(d56:6)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C137H224N7O63	-5	2977.2563	2980.493072	2980.492523	2981.500348	3019.45623	3003.482293	2987.508527	2998.526897	2979.485795	3015.462473	3039.506924				
SLM:000489875	Species	Ganglioside GP1 (d40:7)	GP1(d40:7)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C121H190N7O63	-5	2750.8151	2754.22702	2754.226472	2755.234297	2793.190179	2777.216242	2761.242476	2772.260846	2753.219744	2789.196422	2813.240873				
SLM:000489876	Species	Ganglioside GP1 (d42:7)	GP1(d42:7)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C123H194N7O63	-5	2778.8683	2782.258321	2782.257772	2783.265597	2821.221479	2805.247542	2789.273776	2800.292146	2781.251044	2817.227722	2841.272174				
SLM:000489877	Species	Ganglioside GP1 (d44:7)	GP1(d44:7)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C125H198N7O63	-5	2806.9215	2810.289621	2810.289072	2811.296897	2849.252779	2833.278842	2817.305076	2828.323446	2809.282344	2845.259022	2869.303474				
SLM:000489878	Species	Ganglioside GP1 (d46:7)	GP1(d46:7)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C127H202N7O63	-5	2834.9746	2838.320921	2838.320372	2839.328197	2877.284079	2861.310142	2845.336376	2856.354746	2837.313644	2873.290322	2897.334774				
SLM:000489879	Species	Ganglioside GP1 (d48:7)	GP1(d48:7)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C129H206N7O63	-5	2863.0278	2866.352221	2866.351672	2867.359497	2905.315379	2889.341442	2873.367676	2884.386047	2865.344945	2901.321622	2925.366074				
SLM:000489880	Species	Ganglioside GP1 (d50:7)	GP1(d50:7)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C131H210N7O63	-5	2891.0809	2894.383521	2894.382973	2895.390798	2933.346679	2917.372742	2901.398977	2912.417347	2893.376245	2929.352922	2953.397374				
SLM:000489881	Species	Ganglioside GP1 (d52:7)	GP1(d52:7)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C133H214N7O63	-5	2919.1341	2922.414821	2922.414273	2923.422098	2961.37798	2945.404042	2929.430277	2940.448647	2921.407545	2957.384223	2981.428674				
SLM:000489882	Species	Ganglioside GP1 (d54:7)	GP1(d54:7)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C135H218N7O63	-5	2947.1873	2950.446121	2950.445573	2951.453398	2989.40928	2973.435342	2957.461577	2968.479947	2949.438845	2985.415523	3009.459974				
SLM:000489883	Species	Ganglioside GP1 (d34:3)	GP1(d34:3)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C115H186N7O63	-5	2674.7192	2678.19572	2678.195172	2679.202997	2717.158879	2701.184941	2685.211176	2696.229546	2677.188444	2713.165122	2737.209573				
SLM:000489884	Species	Ganglioside GP1 (d36:3)	GP1(d36:3)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C117H190N7O63	-5	2702.7723	2706.22702	2706.226472	2707.234297	2745.190179	2729.216242	2713.242476	2724.260846	2705.219744	2741.196422	2765.240873				
SLM:000489885	Species	Ganglioside GP1 (d38:3)	GP1(d38:3)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C119H194N7O63	-5	2730.8255	2734.258321	2734.257772	2735.265597	2773.221479	2757.247542	2741.273776	2752.292146	2733.251044	2769.227722	2793.272174				
SLM:000489886	Species	Ganglioside GP1 (d40:3)	GP1(d40:3)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C121H198N7O63	-5	2758.8787	2762.289621	2762.289072	2763.296897	2801.252779	2785.278842	2769.305076	2780.323446	2761.282344	2797.259022	2821.303474				
SLM:000489887	Species	Ganglioside GP1 (d40:4)	GP1(d40:4)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C121H196N7O63	-5	2756.8628	2760.273971	2760.273422	2761.281247	2799.237129	2783.263192	2767.289426	2778.307796	2759.266694	2795.243372	2819.287824				
SLM:000489888	Species	Ganglioside GP1 (d40:5)	GP1(d40:5)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C121H194N7O63	-5	2754.8469	2758.258321	2758.257772	2759.265597	2797.221479	2781.247542	2765.273776	2776.292146	2757.251044	2793.227722	2817.272174				
SLM:000489889	Species	Ganglioside GP1 (d42:5)	GP1(d42:5)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C123H198N7O63	-5	2782.9001	2786.289621	2786.289072	2787.296897	2825.252779	2809.278842	2793.305076	2804.323446	2785.282344	2821.259022	2845.303474				
SLM:000489890	Species	Ganglioside GP1 (d44:5)	GP1(d44:5)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C125H202N7O63	-5	2810.9532	2814.320921	2814.320372	2815.328197	2853.284079	2837.310142	2821.336376	2832.354746	2813.313644	2849.290322	2873.334774				
SLM:000489891	Species	Ganglioside GP1 (d46:5)	GP1(d46:5)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C127H206N7O63	-5	2839.0064	2842.352221	2842.351672	2843.359497	2881.315379	2865.341442	2849.367676	2860.386047	2841.344945	2877.321622	2901.366074				
SLM:000489892	Species	Ganglioside GP1 (d48:5)	GP1(d48:5)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C129H210N7O63	-5	2867.0595	2870.383521	2870.382973	2871.390798	2909.346679	2893.372742	2877.398977	2888.417347	2869.376245	2905.352922	2929.397374				
SLM:000489893	Species	Ganglioside GP1 (d50:5)	GP1(d50:5)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C131H214N7O63	-5	2895.1127	2898.414821	2898.414273	2899.422098	2937.37798	2921.404042	2905.430277	2916.448647	2897.407545	2933.384223	2957.428674				
SLM:000489894	Species	Ganglioside GP1 (d52:5)	GP1(d52:5)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C133H218N7O63	-5	2923.1659	2926.446121	2926.445573	2927.453398	2965.40928	2949.435342	2933.461577	2944.479947	2925.438845	2961.415523	2985.459974				
SLM:000489895	Species	Ganglioside GP1 (d54:5)	GP1(d54:5)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C135H222N7O63	-5	2951.219	2954.477421	2954.476873	2955.484698	2993.44058	2977.466643	2961.492877	2972.511247	2953.470145	2989.446823	3013.491274				
SLM:000489896	Species	Ganglioside GP1 (d56:5)	GP1(d56:5)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C137H226N7O63	-5	2979.2722	2982.508722	2982.508173	2983.515998	3021.47188	3005.497943	2989.524177	3000.542547	2981.501445	3017.478123	3041.522575				
SLM:000489897	Species	Ganglioside GP1 (d34:2)	GP1(d34:2)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C115H188N7O63	-5	2676.7351	2680.21137	2680.210822	2681.218647	2719.174529	2703.200591	2687.226826	2698.245196	2679.204094	2715.180772	2739.225223				
SLM:000489898	Species	Ganglioside GP1 (d36:2)	GP1(d36:2)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C117H192N7O63	-5	2704.7882	2708.242671	2708.242122	2709.249947	2747.205829	2731.231892	2715.258126	2726.276496	2707.235394	2743.212072	2767.256523				
SLM:000489899	Species	Ganglioside GP1 (d38:2)	GP1(d38:2)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C119H196N7O63	-5	2732.8414	2736.273971	2736.273422	2737.281247	2775.237129	2759.263192	2743.289426	2754.307796	2735.266694	2771.243372	2795.287824				
SLM:000489900	Species	Ganglioside GP1 (d40:2)	GP1(d40:2)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C121H200N7O63	-5	2760.8945	2764.305271	2764.304722	2765.312547	2803.268429	2787.294492	2771.320726	2782.339096	2763.297994	2799.274672	2823.319124				
SLM:000489901	Species	Ganglioside GP1 (d42:2)	GP1(d42:2)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C123H204N7O63	-5	2788.9477	2792.336571	2792.336022	2793.343847	2831.299729	2815.325792	2799.352026	2810.370396	2791.329294	2827.305972	2851.350424				
SLM:000489902	Species	Ganglioside GP1 (d44:2)	GP1(d44:2)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C125H208N7O63	-5	2817.0009	2820.367871	2820.367322	2821.375147	2859.331029	2843.357092	2827.383327	2838.401697	2819.360595	2855.337272	2879.381724				
SLM:000489903	Species	Ganglioside GP1 (d31:1)	GP1(d31:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C112H184N7O63	-5	2636.6712	2640.18007	2640.179522	2641.187347	2679.143229	2663.169291	2647.195526	2658.213896	2639.172794	2675.149472	2699.193923				
SLM:000489904	Species	Ganglioside GP1 (d33:1)	GP1(d33:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C114H188N7O63	-5	2664.7244	2668.21137	2668.210822	2669.218647	2707.174529	2691.200591	2675.226826	2686.245196	2667.204094	2703.180772	2727.225223				
SLM:000489905	Species	Ganglioside GP1 (d35:1)	GP1(d35:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C116H192N7O63	-5	2692.7775	2696.242671	2696.242122	2697.249947	2735.205829	2719.231892	2703.258126	2714.276496	2695.235394	2731.212072	2755.256523				
SLM:000489906	Species	Ganglioside GP1 (d37:1)	GP1(d37:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C118H196N7O63	-5	2720.8307	2724.273971	2724.273422	2725.281247	2763.237129	2747.263192	2731.289426	2742.307796	2723.266694	2759.243372	2783.287824				
SLM:000489907	Species	Ganglioside GP1 (d39:1)	GP1(d39:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C120H200N7O63	-5	2748.8838	2752.305271	2752.304722	2753.312547	2791.268429	2775.294492	2759.320726	2770.339096	2751.297994	2787.274672	2811.319124				
SLM:000489908	Species	Ganglioside GP1 (d32:2)	GP1(d32:2)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C113H184N7O63	-5	2648.6819	2652.18007	2652.179522	2653.187347	2691.143229	2675.169291	2659.195526	2670.213896	2651.172794	2687.149472	2711.193923				
SLM:000489909	Species	Ganglioside GP1 (d41:1)	GP1(d41:1)		SLM:000489937			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C122H204N7O63	-5	2776.937	2780.336571	2780.336022	2781.343847	2819.299729	2803.325792	2787.352026	2798.370396	2779.329294	2815.305972	2839.350424				
SLM:000489910	Species	Ceramide phosphate (d41:1)	CerP(d41:1)		SLM:000399705			O[C@H]([*])[C@H](COP([O-])([O-])=O)NC([*])=O	InChI=none	InChIKey=none	C41H80NO6P	-2	714.0519	715.587976	715.587427	716.595252	754.551134	738.577197	722.603431	733.621801	714.580699	750.557377	774.601829				
SLM:000489911	Species	Sulfohexosyl ceramide (d41:1)	SulfoHexCer(d41:1)		SLM:000399709			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C47H90NO11S	-1	877.283	877.631283	877.630735	878.63856	916.594442	900.620505	884.646739	895.665109	876.624007	912.600685	936.645136				
SLM:000489912	Species	Sulfodihexosyl ceramide (d41:1)	SulfoHex2Cer(d41:1)		SLM:000399710			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C53H100NO16S	-1	1039.424	1039.684107	1039.683558	1040.691383	1078.647265	1062.673328	1046.699562	1057.717932	1038.67683	1074.653508	1098.69796				
SLM:000489913	Species	Ceramide phosphoethanolamine (d41:1)	PE-Cer(d41:1)		SLM:000399706			[NH3+]CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C43H87N2O6P	0	759.1344	758.630175	758.629626	759.637451	797.593333	781.619396	765.645631	776.664001	757.622899	793.599576	817.644028				
SLM:000489914	Species	Ceramide phosphoethanolamine (d43:0)	PE-Cer(d43:0)		SLM:000399706			[NH3+]CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H93N2O6P	0	789.2035	788.677125	788.676577	789.684402	827.640284	811.666346	795.692581	806.710951	787.669849	823.646527	847.690978				
SLM:000489915	Species	Hexosyl ceramide (d41:0)	HexCer(d41:0)		SLM:000399707			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C47H93NO8	0	800.2432	799.690119	799.68957	800.697395	838.653277	822.67934	806.705574	817.723945	798.682843	834.65952	858.703972				
SLM:000489916	Species	Ceramide phosphoethanolamine (t43:0)	PE-Cer(t43:0)		SLM:000399706			[NH3+]CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H93N2O7P	0	805.2029	804.67204	804.671491	805.679316	843.635198	827.661261	811.687495	822.705865	803.664763	839.641441	863.685893				
SLM:000489917	Species	Dihexosyl ceramide (d43:0)	Hex2Cer(d43:0)		SLM:000399708			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C55H107NO13	0	990.437	989.774243	989.773694	990.781519	1028.737401	1012.763464	996.789698	1007.808068	988.766966	1024.743644	1048.788095				
SLM:000489943	Species	Dihexosyl ceramide (d43:1)	Hex2Cer(d43:1)		SLM:000399708			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C55H105NO13	0	988.4211	987.758592	987.758044	988.765869	1026.721751	1010.747814	994.774048	1005.792418	986.751316	1022.727994	1046.772445				
